edge_type_id target_query source_query syn_weight dynamics_params delay weight_sigma weight_function target_sections model_template distance_range
110 location=='L2'&pop_name=='Scnn1a'&ei=='2e1' location=='L2'&pop_name=='VIP'&ei=='2i1' 4.7999999999999994e-05 InhToExc.json 1.5 15.0 gaussianLL_Inter_Layer "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
111 location=='L2'&pop_name=='Sst'&ei=='2i1' location=='L2'&pop_name=='VIP'&ei=='2i1' 0.047999999999999994 InhToInh.json 1.5 15.0 gaussianLL_Inter_Layer ['basal'] exp2syn "[0.0, 1e+20]"
112 location=='L4'&ei=='2e1' location=='L4'&ei=='2e1' 0.00035 ExcToExc.json 1.3 5.0 gaussianLL_Inter_Layer "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
113 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2e1' 0.003 ExcToInh.json 0.9 15.0 gaussianLL_Inter_Layer "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
114 location=='L4'&ei=='2i1'&pop_name=='Sst' location=='L4'&ei=='2e1' 0.001875 ExcToInh.json 1.2 10.0 gaussianLL_Inter_Layer "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
115 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2e1' 0.0015 ExcToInh.json 1.2 5.0 gaussianLL_Inter_Layer "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
116 location=='L4'&pop_name=='PV1'&ei=='2i1' location=='L4'&pop_name=='PV1'&ei=='2i1' 0.002424 InhToInh.json 1.3 15.0 gaussianLL_Inter_Layer "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
117 location=='L4'&pop_name=='Scnn1a'&ei=='2e1' location=='L4'&pop_name=='PV1'&ei=='2i1' 0.0024 InhToExc.json 0.6 15.0 gaussianLL_Inter_Layer "['somatic', 'basal', 'apical']" exp2syn "[0.0, 1e+20]"
118 location=='L4'&pop_name=='VIP'&ei=='2i1' location=='L4'&pop_name=='PV1'&ei=='2i1' 0.0005279999999999999 InhToInh.json 0.9 15.0 gaussianLL_Inter_Layer "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
119 location=='L4'&pop_name=='VIP'&ei=='2i1' location=='L4'&pop_name=='Sst'&ei=='2i1' 0.0018479999999999998 InhToInh.json 1.2 15.0 gaussianLL_Inter_Layer ['basal'] exp2syn "[0.0, 1e+20]"
120 location=='L4'&pop_name=='PV1'&ei=='2i1' location=='L4'&pop_name=='Sst'&ei=='2i1' 0.000792 InhToInh.json 1.2 15.0 gaussianLL_Inter_Layer ['basal'] exp2syn "[0.0, 1e+20]"
121 location=='L4'&pop_name=='Scnn1a'&ei=='2e1' location=='L4'&pop_name=='Sst'&ei=='2i1' 0.0024 InhToExc.json 1.2 15.0 gaussianLL_Inter_Layer "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
122 location=='L4'&pop_name=='Scnn1a'&ei=='2e1' location=='L4'&pop_name=='VIP'&ei=='2i1' 4.7999999999999994e-05 InhToExc.json 1.2 15.0 gaussianLL_Inter_Layer "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
123 location=='L4'&pop_name=='Sst'&ei=='2i1' location=='L4'&pop_name=='VIP'&ei=='2i1' 0.047999999999999994 InhToInh.json 1.2 15.0 gaussianLL_Inter_Layer ['basal'] exp2syn "[0.0, 1e+20]"
124 location=='L5'&ei=='2e1' location=='L5'&ei=='2e1' 0.00035 ExcToExc.json 1.5 5.0 gaussianLL_Inter_Layer "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
125 location=='L5'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2e1' 0.003 ExcToInh.json 1.1 15.0 gaussianLL_Inter_Layer "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
126 location=='L5'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2e1' 0.001875 ExcToInh.json 1.4 10.0 gaussianLL_Inter_Layer "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
127 location=='L5'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2e1' 0.0015 ExcToInh.json 1.4 5.0 gaussianLL_Inter_Layer "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
128 location=='L5'&pop_name=='PV1'&ei=='2i1' location=='L5'&pop_name=='PV1'&ei=='2i1' 0.002424 InhToInh.json 1.5 15.0 gaussianLL_Inter_Layer "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
129 location=='L5'&pop_name=='Scnn1a'&ei=='2e1' location=='L5'&pop_name=='PV1'&ei=='2i1' 0.0024 InhToExc.json 0.8 15.0 gaussianLL_Inter_Layer "['somatic', 'basal', 'apical']" exp2syn "[0.0, 1e+20]"
130 location=='L5'&pop_name=='VIP'&ei=='2i1' location=='L5'&pop_name=='PV1'&ei=='2i1' 0.0005279999999999999 InhToInh.json 1.1 15.0 gaussianLL_Inter_Layer "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
131 location=='L5'&pop_name=='VIP'&ei=='2i1' location=='L5'&pop_name=='Sst'&ei=='2i1' 0.0018479999999999998 InhToInh.json 1.4 15.0 gaussianLL_Inter_Layer ['basal'] exp2syn "[0.0, 1e+20]"
132 location=='L5'&pop_name=='PV1'&ei=='2i1' location=='L5'&pop_name=='Sst'&ei=='2i1' 0.000792 InhToInh.json 1.4 15.0 gaussianLL_Inter_Layer ['basal'] exp2syn "[0.0, 1e+20]"
133 location=='L5'&pop_name=='Scnn1a'&ei=='2e1' location=='L5'&pop_name=='Sst'&ei=='2i1' 0.0024 InhToExc.json 1.4 15.0 gaussianLL_Inter_Layer "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
134 location=='L5'&pop_name=='Scnn1a'&ei=='2e1' location=='L5'&pop_name=='VIP'&ei=='2i1' 4.7999999999999994e-05 InhToExc.json 1.4 15.0 gaussianLL_Inter_Layer "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
135 location=='L5'&pop_name=='Sst'&ei=='2i1' location=='L5'&pop_name=='VIP'&ei=='2i1' 0.047999999999999994 InhToInh.json 1.4 15.0 gaussianLL_Inter_Layer ['basal'] exp2syn "[0.0, 1e+20]"
136 location=='L6'&ei=='2e1' location=='L6'&ei=='2e1' 0.00035 ExcToExc.json 1.8 5.0 gaussianLL_Inter_Layer "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
137 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L6'&ei=='2e1' 0.003 ExcToInh.json 1.4 15.0 gaussianLL_Inter_Layer "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
138 location=='L6'&ei=='2i1'&pop_name=='Sst' location=='L6'&ei=='2e1' 0.001875 ExcToInh.json 1.7 10.0 gaussianLL_Inter_Layer "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
139 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L6'&ei=='2e1' 0.0015 ExcToInh.json 1.7 5.0 gaussianLL_Inter_Layer "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
140 location=='L6'&pop_name=='PV1'&ei=='2i1' location=='L6'&pop_name=='PV1'&ei=='2i1' 0.002424 InhToInh.json 1.8 15.0 gaussianLL_Inter_Layer "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
141 location=='L6'&pop_name=='Scnn1a'&ei=='2e1' location=='L6'&pop_name=='PV1'&ei=='2i1' 0.0024 InhToExc.json 1.1 15.0 gaussianLL_Inter_Layer "['somatic', 'basal', 'apical']" exp2syn "[0.0, 1e+20]"
142 location=='L6'&pop_name=='VIP'&ei=='2i1' location=='L6'&pop_name=='PV1'&ei=='2i1' 0.0005279999999999999 InhToInh.json 1.4 15.0 gaussianLL_Inter_Layer "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
143 location=='L6'&pop_name=='VIP'&ei=='2i1' location=='L6'&pop_name=='Sst'&ei=='2i1' 0.0018479999999999998 InhToInh.json 1.7 15.0 gaussianLL_Inter_Layer ['basal'] exp2syn "[0.0, 1e+20]"
144 location=='L6'&pop_name=='PV1'&ei=='2i1' location=='L6'&pop_name=='Sst'&ei=='2i1' 0.000792 InhToInh.json 1.7 15.0 gaussianLL_Inter_Layer ['basal'] exp2syn "[0.0, 1e+20]"
145 location=='L6'&pop_name=='Scnn1a'&ei=='2e1' location=='L6'&pop_name=='Sst'&ei=='2i1' 0.0024 InhToExc.json 1.7 15.0 gaussianLL_Inter_Layer "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
146 location=='L6'&pop_name=='Scnn1a'&ei=='2e1' location=='L6'&pop_name=='VIP'&ei=='2i1' 4.7999999999999994e-05 InhToExc.json 1.7 15.0 gaussianLL_Inter_Layer "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
147 location=='L6'&pop_name=='Sst'&ei=='2i1' location=='L6'&pop_name=='VIP'&ei=='2i1' 0.047999999999999994 InhToInh.json 1.7 15.0 gaussianLL_Inter_Layer ['basal'] exp2syn "[0.0, 1e+20]"
148 location=='L4'&ei=='2e1' location=='L2'&ei=='2e1' 0.00035 ExcToExc.json 1.6 5.0 gaussianLL_Laminar "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
149 location=='L5'&ei=='2e1' location=='L2'&ei=='2e1' 0.0007 ExcToExc.json 1.8 5.0 gaussianLL_Laminar "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
150 location=='L6'&ei=='2e1' location=='L2'&ei=='2e1' 0.00035 ExcToExc.json 4.9 5.0 gaussianLL_Laminar "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
151 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L2'&ei=='2e1' 0.006 ExcToInh.json 1.2 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
152 location=='L4'&ei=='2i1'&pop_name=='Sst' location=='L2'&ei=='2e1' 0.00375 ExcToInh.json 1.5 10.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
153 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L2'&ei=='2e1' 0.003 ExcToInh.json 1.5 5.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
154 location=='L5'&ei=='2i1'&pop_name=='PV1' location=='L2'&ei=='2e1' 0.003 ExcToInh.json 1.4 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
155 location=='L5'&ei=='2i1'&pop_name=='Sst' location=='L2'&ei=='2e1' 0.001875 ExcToInh.json 1.7 10.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
156 location=='L5'&ei=='2i1'&pop_name=='VIP' location=='L2'&ei=='2e1' 0.0015 ExcToInh.json 1.7 5.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
157 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L2'&ei=='2e1' 0.003 ExcToInh.json 4.5 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
158 location=='L6'&ei=='2i1'&pop_name=='Sst' location=='L2'&ei=='2e1' 0.001875 ExcToInh.json 4.8 10.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
159 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L2'&ei=='2e1' 0.0015 ExcToInh.json 4.8 5.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
160 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L2'&ei=='2i1'&pop_name=='Sst' 0.000792 InhToInh.json 1.5 15.0 gaussianLL_Laminar ['basal'] exp2syn "[0.0, 1e+20]"
161 location=='L5'&ei=='2i1'&pop_name=='PV1' location=='L2'&ei=='2i1'&pop_name=='Sst' 0.000792 InhToInh.json 1.7 15.0 gaussianLL_Laminar ['basal'] exp2syn "[0.0, 1e+20]"
162 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L2'&ei=='2i1'&pop_name=='Sst' 0.000792 InhToInh.json 4.8 15.0 gaussianLL_Laminar ['basal'] exp2syn "[0.0, 1e+20]"
163 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L2'&ei=='2i1'&pop_name=='Sst' 0.0018479999999999998 InhToInh.json 1.5 15.0 gaussianLL_Laminar ['basal'] exp2syn "[0.0, 1e+20]"
164 location=='L5'&ei=='2i1'&pop_name=='VIP' location=='L2'&ei=='2i1'&pop_name=='Sst' 0.0018479999999999998 InhToInh.json 1.7 15.0 gaussianLL_Laminar ['basal'] exp2syn "[0.0, 1e+20]"
165 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L2'&ei=='2i1'&pop_name=='Sst' 0.0018479999999999998 InhToInh.json 4.8 15.0 gaussianLL_Laminar ['basal'] exp2syn "[0.0, 1e+20]"
166 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L2'&ei=='2i1'&pop_name=='PV1' 0.0005279999999999999 InhToInh.json 1.2 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
167 location=='L5'&ei=='2i1'&pop_name=='VIP' location=='L2'&ei=='2i1'&pop_name=='PV1' 0.0005279999999999999 InhToInh.json 1.4 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
168 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L2'&ei=='2i1'&pop_name=='PV1' 0.0005279999999999999 InhToInh.json 4.5 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
169 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L2'&ei=='2i1'&pop_name=='PV1' 0.002424 InhToInh.json 1.6 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
170 location=='L5'&ei=='2i1'&pop_name=='PV1' location=='L2'&ei=='2i1'&pop_name=='PV1' 0.002424 InhToInh.json 1.8 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
171 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L2'&ei=='2i1'&pop_name=='PV1' 0.002424 InhToInh.json 4.9 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
172 location=='L4'&ei=='2i1'&pop_name=='Sst' location=='L2'&ei=='2i1'&pop_name=='VIP' 0.047999999999999994 InhToInh.json 1.5 15.0 gaussianLL_Laminar ['basal'] exp2syn "[0.0, 1e+20]"
173 location=='L5'&ei=='2i1'&pop_name=='Sst' location=='L2'&ei=='2i1'&pop_name=='VIP' 0.047999999999999994 InhToInh.json 1.7 15.0 gaussianLL_Laminar ['basal'] exp2syn "[0.0, 1e+20]"
174 location=='L6'&ei=='2i1'&pop_name=='Sst' location=='L2'&ei=='2i1'&pop_name=='VIP' 0.047999999999999994 InhToInh.json 4.8 15.0 gaussianLL_Laminar ['basal'] exp2syn "[0.0, 1e+20]"
175 location=='L4'&ei=='2e1' location=='L2'&ei=='2i1'&pop_name=='Sst' 0.0024 InhToExc.json 1.5 15.0 gaussianLL_Laminar "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
176 location=='L4'&ei=='2e1' location=='L2'&ei=='2i1'&pop_name=='VIP' 4.7999999999999994e-05 InhToExc.json 1.5 15.0 gaussianLL_Laminar "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
177 location=='L4'&ei=='2e1' location=='L2'&ei=='2i1'&pop_name=='PV1' 0.0024 InhToExc.json 0.9 15.0 gaussianLL_Laminar "['somatic', 'basal', 'apical']" exp2syn "[0.0, 1e+20]"
178 location=='L5'&ei=='2e1' location=='L2'&ei=='2i1'&pop_name=='PV1' 0.0048 InhToExc.json 1.1 15.0 gaussianLL_Laminar "['somatic', 'basal', 'apical']" exp2syn "[0.0, 1e+20]"
179 location=='L5'&ei=='2e1' location=='L2'&ei=='2i1'&pop_name=='Sst' 0.0048 InhToExc.json 1.7 15.0 gaussianLL_Laminar "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
180 location=='L5'&ei=='2e1' location=='L2'&ei=='2i1'&pop_name=='VIP' 9.599999999999999e-05 InhToExc.json 1.7 15.0 gaussianLL_Laminar "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
181 location=='L6'&ei=='2e1' location=='L2'&ei=='2i1'&pop_name=='PV1' 0.0024 InhToExc.json 4.2 15.0 gaussianLL_Laminar "['somatic', 'basal', 'apical']" exp2syn "[0.0, 1e+20]"
182 location=='L6'&ei=='2e1' location=='L2'&ei=='2i1'&pop_name=='Sst' 0.0024 InhToExc.json 4.8 15.0 gaussianLL_Laminar "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
183 location=='L6'&ei=='2e1' location=='L2'&ei=='2i1'&pop_name=='VIP' 4.7999999999999994e-05 InhToExc.json 4.8 15.0 gaussianLL_Laminar "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
184 location=='L2'&ei=='2e1' location=='L4'&ei=='2e1' 0.0021 ExcToExc.json 2.3 5.0 gaussianLL_Laminar "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
185 location=='L5'&ei=='2e1' location=='L4'&ei=='2e1' 0.00175 ExcToExc.json 1.5 5.0 gaussianLL_Laminar "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
186 location=='L6'&ei=='2e1' location=='L4'&ei=='2e1' 0.00175 ExcToExc.json 1.9 5.0 gaussianLL_Laminar "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
187 location=='L2'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2e1' 0.003 ExcToInh.json 1.9 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
188 location=='L2'&ei=='2i1'&pop_name=='Sst' location=='L4'&ei=='2e1' 0.001875 ExcToInh.json 2.2 10.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
189 location=='L2'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2e1' 0.0015 ExcToInh.json 2.2 5.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
190 location=='L5'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2e1' 0.003 ExcToInh.json 1.1 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
191 location=='L5'&ei=='2i1'&pop_name=='Sst' location=='L4'&ei=='2e1' 0.001875 ExcToInh.json 1.4 10.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
192 location=='L5'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2e1' 0.0015 ExcToInh.json 1.4 5.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
193 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2e1' 0.003 ExcToInh.json 1.5 15.0 NULL "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
194 location=='L6'&ei=='2i1'&pop_name=='Sst' location=='L4'&ei=='2e1' 0.001875 ExcToInh.json 1.8 10.0 NULL "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
195 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2e1' 0.0015 ExcToInh.json 1.8 5.0 NULL "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
196 location=='L2'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2i1'&pop_name=='Sst' 0.0018479999999999998 InhToInh.json 2.2 15.0 gaussianLL_Laminar ['basal'] exp2syn "[0.0, 1e+20]"
197 location=='L5'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2i1'&pop_name=='Sst' 0.0018479999999999998 InhToInh.json 1.4 15.0 gaussianLL_Laminar ['basal'] exp2syn "[0.0, 1e+20]"
198 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2i1'&pop_name=='Sst' 0.0018479999999999998 InhToInh.json 1.8 15.0 gaussianLL_Laminar ['basal'] exp2syn "[0.0, 1e+20]"
199 location=='L2'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2i1'&pop_name=='Sst' 0.000792 InhToInh.json 2.2 15.0 gaussianLL_Laminar ['basal'] exp2syn "[0.0, 1e+20]"
200 location=='L5'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2i1'&pop_name=='Sst' 0.000792 InhToInh.json 1.4 15.0 gaussianLL_Laminar ['basal'] exp2syn "[0.0, 1e+20]"
201 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2i1'&pop_name=='Sst' 0.000792 InhToInh.json 1.8 15.0 gaussianLL_Laminar ['basal'] exp2syn "[0.0, 1e+20]"
202 location=='L2'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2i1'&pop_name=='PV1' 0.0005279999999999999 InhToInh.json 2.6 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
203 location=='L5'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2i1'&pop_name=='PV1' 0.0005279999999999999 InhToInh.json 1.1 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
204 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2i1'&pop_name=='PV1' 0.0005279999999999999 InhToInh.json 1.5 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
205 location=='L2'&ei=='2i1'&pop_name=='Sst' location=='L4'&ei=='2i1'&pop_name=='VIP' 0.047999999999999994 InhToInh.json 2.2 15.0 gaussianLL_Laminar ['basal'] exp2syn "[0.0, 1e+20]"
206 location=='L5'&ei=='2i1'&pop_name=='Sst' location=='L4'&ei=='2i1'&pop_name=='VIP' 0.047999999999999994 InhToInh.json 1.4 15.0 gaussianLL_Laminar ['basal'] exp2syn "[0.0, 1e+20]"
207 location=='L6'&ei=='2i1'&pop_name=='Sst' location=='L4'&ei=='2i1'&pop_name=='VIP' 0.047999999999999994 InhToInh.json 1.8 15.0 gaussianLL_Laminar ['basal'] exp2syn "[0.0, 1e+20]"
208 location=='L2'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2i1'&pop_name=='PV1' 0.002424 InhToInh.json 2.3 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
209 location=='L5'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2i1'&pop_name=='PV1' 0.002424 InhToInh.json 1.5 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
210 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2i1'&pop_name=='PV1' 0.002424 InhToInh.json 1.9 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
211 location=='L2'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='PV1' 0.0048 InhToExc.json 1.6 15.0 gaussianLL_Laminar "['somatic', 'basal', 'apical']" exp2syn "[0.0, 1e+20]"
212 location=='L2'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='Sst' 0.0048 InhToExc.json 2.2 15.0 gaussianLL_Laminar "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
213 location=='L2'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='VIP' 9.599999999999999e-05 InhToExc.json 2.2 15.0 gaussianLL_Laminar "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
214 location=='L5'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='PV1' 0.0024 InhToExc.json 0.8 15.0 gaussianLL_Laminar "['somatic', 'basal', 'apical']" exp2syn "[0.0, 1e+20]"
215 location=='L5'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='Sst' 0.0024 InhToExc.json 1.4 15.0 gaussianLL_Laminar "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
216 location=='L5'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='VIP' 4.7999999999999994e-05 InhToExc.json 1.4 15.0 gaussianLL_Laminar "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
217 location=='L6'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='PV1' 0.0024 InhToExc.json 1.2 15.0 gaussianLL_Laminar "['somatic', 'basal', 'apical']" exp2syn "[0.0, 1e+20]"
218 location=='L6'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='Sst' 0.0024 InhToExc.json 1.8 15.0 gaussianLL_Laminar "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
219 location=='L6'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='VIP' 4.7999999999999994e-05 InhToExc.json 1.8 15.0 gaussianLL_Laminar "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
220 location=='L2'&ei=='2e1' location=='L5'&ei=='2e1' 0.00035 ExcToExc.json 3.0 5.0 gaussianLL_Laminar "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
221 location=='L4'&ei=='2e1' location=='L5'&ei=='2e1' 0.00035 ExcToExc.json 2.5 5.0 gaussianLL_Laminar "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
