edge_type_id target_query source_query syn_weight target_sections weight_function weight_sigma model_template delay distance_range dynamics_params
164 location=='L5'&ei=='2i1'&pop_name=='VIP' location=='L2'&ei=='2i1'&pop_name=='Sst' 0.0018479999999999998 ['basal'] gaussianLL_Laminar 15.0 exp2syn 1.7 "[0.0, 1e+20]" InhToInh.json
165 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L2'&ei=='2i1'&pop_name=='Sst' 0.0018479999999999998 ['basal'] gaussianLL_Laminar 15.0 exp2syn 4.8 "[0.0, 1e+20]" InhToInh.json
166 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L2'&ei=='2i1'&pop_name=='PV1' 0.0005279999999999999 "['somatic', 'basal']" gaussianLL_Laminar 15.0 exp2syn 1.2 "[0.0, 1e+20]" InhToInh.json
167 location=='L5'&ei=='2i1'&pop_name=='VIP' location=='L2'&ei=='2i1'&pop_name=='PV1' 0.0005279999999999999 "['somatic', 'basal']" gaussianLL_Laminar 15.0 exp2syn 1.4 "[0.0, 1e+20]" InhToInh.json
168 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L2'&ei=='2i1'&pop_name=='PV1' 0.0005279999999999999 "['somatic', 'basal']" gaussianLL_Laminar 15.0 exp2syn 4.5 "[0.0, 1e+20]" InhToInh.json
169 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L2'&ei=='2i1'&pop_name=='PV1' 0.002424 "['somatic', 'basal']" gaussianLL_Laminar 15.0 exp2syn 1.6 "[0.0, 1e+20]" InhToInh.json
170 location=='L5'&ei=='2i1'&pop_name=='PV1' location=='L2'&ei=='2i1'&pop_name=='PV1' 0.002424 "['somatic', 'basal']" gaussianLL_Laminar 15.0 exp2syn 1.8 "[0.0, 1e+20]" InhToInh.json
171 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L2'&ei=='2i1'&pop_name=='PV1' 0.002424 "['somatic', 'basal']" gaussianLL_Laminar 15.0 exp2syn 4.9 "[0.0, 1e+20]" InhToInh.json
172 location=='L4'&ei=='2i1'&pop_name=='Sst' location=='L2'&ei=='2i1'&pop_name=='VIP' 0.047999999999999994 ['basal'] gaussianLL_Laminar 15.0 exp2syn 1.5 "[0.0, 1e+20]" InhToInh.json
173 location=='L5'&ei=='2i1'&pop_name=='Sst' location=='L2'&ei=='2i1'&pop_name=='VIP' 0.047999999999999994 ['basal'] gaussianLL_Laminar 15.0 exp2syn 1.7 "[0.0, 1e+20]" InhToInh.json
174 location=='L6'&ei=='2i1'&pop_name=='Sst' location=='L2'&ei=='2i1'&pop_name=='VIP' 0.047999999999999994 ['basal'] gaussianLL_Laminar 15.0 exp2syn 4.8 "[0.0, 1e+20]" InhToInh.json
175 location=='L4'&ei=='2e1' location=='L2'&ei=='2i1'&pop_name=='Sst' 0.0024 "['basal', 'apical']" gaussianLL_Laminar 15.0 exp2syn 1.5 "[0.0, 1e+20]" InhToExc.json
176 location=='L4'&ei=='2e1' location=='L2'&ei=='2i1'&pop_name=='VIP' 4.7999999999999994e-05 "['basal', 'apical']" gaussianLL_Laminar 15.0 exp2syn 1.5 "[0.0, 1e+20]" InhToExc.json
177 location=='L4'&ei=='2e1' location=='L2'&ei=='2i1'&pop_name=='PV1' 0.0024 "['somatic', 'basal', 'apical']" gaussianLL_Laminar 15.0 exp2syn 0.9 "[0.0, 1e+20]" InhToExc.json
178 location=='L5'&ei=='2e1' location=='L2'&ei=='2i1'&pop_name=='PV1' 0.0048 "['somatic', 'basal', 'apical']" gaussianLL_Laminar 15.0 exp2syn 1.1 "[0.0, 1e+20]" InhToExc.json
179 location=='L5'&ei=='2e1' location=='L2'&ei=='2i1'&pop_name=='Sst' 0.0048 "['basal', 'apical']" gaussianLL_Laminar 15.0 exp2syn 1.7 "[0.0, 1e+20]" InhToExc.json
180 location=='L5'&ei=='2e1' location=='L2'&ei=='2i1'&pop_name=='VIP' 9.599999999999999e-05 "['basal', 'apical']" gaussianLL_Laminar 15.0 exp2syn 1.7 "[0.0, 1e+20]" InhToExc.json
181 location=='L6'&ei=='2e1' location=='L2'&ei=='2i1'&pop_name=='PV1' 0.0024 "['somatic', 'basal', 'apical']" gaussianLL_Laminar 15.0 exp2syn 4.2 "[0.0, 1e+20]" InhToExc.json
182 location=='L6'&ei=='2e1' location=='L2'&ei=='2i1'&pop_name=='Sst' 0.0024 "['basal', 'apical']" gaussianLL_Laminar 15.0 exp2syn 4.8 "[0.0, 1e+20]" InhToExc.json
183 location=='L6'&ei=='2e1' location=='L2'&ei=='2i1'&pop_name=='VIP' 4.7999999999999994e-05 "['basal', 'apical']" gaussianLL_Laminar 15.0 exp2syn 4.8 "[0.0, 1e+20]" InhToExc.json
184 location=='L2'&ei=='2e1' location=='L4'&ei=='2e1' 0.0021 "['basal', 'apical']" gaussianLL_Laminar 5.0 exp2syn 2.3 "[0.0, 1e+20]" ExcToExc.json
185 location=='L5'&ei=='2e1' location=='L4'&ei=='2e1' 0.00175 "['basal', 'apical']" gaussianLL_Laminar 5.0 exp2syn 1.5 "[0.0, 1e+20]" ExcToExc.json
186 location=='L6'&ei=='2e1' location=='L4'&ei=='2e1' 0.00175 "['basal', 'apical']" gaussianLL_Laminar 5.0 exp2syn 1.9 "[0.0, 1e+20]" ExcToExc.json
187 location=='L2'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2e1' 0.003 "['somatic', 'basal']" gaussianLL_Laminar 15.0 exp2syn 1.9 "[0.0, 1e+20]" ExcToInh.json
188 location=='L2'&ei=='2i1'&pop_name=='Sst' location=='L4'&ei=='2e1' 0.001875 "['somatic', 'basal']" gaussianLL_Laminar 10.0 exp2syn 2.2 "[0.0, 1e+20]" ExcToInh.json
189 location=='L2'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2e1' 0.0015 "['somatic', 'basal']" gaussianLL_Laminar 5.0 exp2syn 2.2 "[0.0, 1e+20]" ExcToInh.json
190 location=='L5'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2e1' 0.003 "['somatic', 'basal']" gaussianLL_Laminar 15.0 exp2syn 1.1 "[0.0, 1e+20]" ExcToInh.json
191 location=='L5'&ei=='2i1'&pop_name=='Sst' location=='L4'&ei=='2e1' 0.001875 "['somatic', 'basal']" gaussianLL_Laminar 10.0 exp2syn 1.4 "[0.0, 1e+20]" ExcToInh.json
192 location=='L5'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2e1' 0.0015 "['somatic', 'basal']" gaussianLL_Laminar 5.0 exp2syn 1.4 "[0.0, 1e+20]" ExcToInh.json
193 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2e1' 0.003 "['somatic', 'basal']" NULL 15.0 exp2syn 1.5 "[0.0, 1e+20]" ExcToInh.json
194 location=='L6'&ei=='2i1'&pop_name=='Sst' location=='L4'&ei=='2e1' 0.001875 "['somatic', 'basal']" NULL 10.0 exp2syn 1.8 "[0.0, 1e+20]" ExcToInh.json
195 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2e1' 0.0015 "['somatic', 'basal']" NULL 5.0 exp2syn 1.8 "[0.0, 1e+20]" ExcToInh.json
196 location=='L2'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2i1'&pop_name=='Sst' 0.0018479999999999998 ['basal'] gaussianLL_Laminar 15.0 exp2syn 2.2 "[0.0, 1e+20]" InhToInh.json
197 location=='L5'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2i1'&pop_name=='Sst' 0.0018479999999999998 ['basal'] gaussianLL_Laminar 15.0 exp2syn 1.4 "[0.0, 1e+20]" InhToInh.json
198 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2i1'&pop_name=='Sst' 0.0018479999999999998 ['basal'] gaussianLL_Laminar 15.0 exp2syn 1.8 "[0.0, 1e+20]" InhToInh.json
199 location=='L2'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2i1'&pop_name=='Sst' 0.000792 ['basal'] gaussianLL_Laminar 15.0 exp2syn 2.2 "[0.0, 1e+20]" InhToInh.json
200 location=='L5'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2i1'&pop_name=='Sst' 0.000792 ['basal'] gaussianLL_Laminar 15.0 exp2syn 1.4 "[0.0, 1e+20]" InhToInh.json
201 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2i1'&pop_name=='Sst' 0.000792 ['basal'] gaussianLL_Laminar 15.0 exp2syn 1.8 "[0.0, 1e+20]" InhToInh.json
202 location=='L2'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2i1'&pop_name=='PV1' 0.0005279999999999999 "['somatic', 'basal']" gaussianLL_Laminar 15.0 exp2syn 2.6 "[0.0, 1e+20]" InhToInh.json
203 location=='L5'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2i1'&pop_name=='PV1' 0.0005279999999999999 "['somatic', 'basal']" gaussianLL_Laminar 15.0 exp2syn 1.1 "[0.0, 1e+20]" InhToInh.json
204 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2i1'&pop_name=='PV1' 0.0005279999999999999 "['somatic', 'basal']" gaussianLL_Laminar 15.0 exp2syn 1.5 "[0.0, 1e+20]" InhToInh.json
205 location=='L2'&ei=='2i1'&pop_name=='Sst' location=='L4'&ei=='2i1'&pop_name=='VIP' 0.047999999999999994 ['basal'] gaussianLL_Laminar 15.0 exp2syn 2.2 "[0.0, 1e+20]" InhToInh.json
206 location=='L5'&ei=='2i1'&pop_name=='Sst' location=='L4'&ei=='2i1'&pop_name=='VIP' 0.047999999999999994 ['basal'] gaussianLL_Laminar 15.0 exp2syn 1.4 "[0.0, 1e+20]" InhToInh.json
207 location=='L6'&ei=='2i1'&pop_name=='Sst' location=='L4'&ei=='2i1'&pop_name=='VIP' 0.047999999999999994 ['basal'] gaussianLL_Laminar 15.0 exp2syn 1.8 "[0.0, 1e+20]" InhToInh.json
208 location=='L2'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2i1'&pop_name=='PV1' 0.002424 "['somatic', 'basal']" gaussianLL_Laminar 15.0 exp2syn 2.3 "[0.0, 1e+20]" InhToInh.json
209 location=='L5'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2i1'&pop_name=='PV1' 0.002424 "['somatic', 'basal']" gaussianLL_Laminar 15.0 exp2syn 1.5 "[0.0, 1e+20]" InhToInh.json
210 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2i1'&pop_name=='PV1' 0.002424 "['somatic', 'basal']" gaussianLL_Laminar 15.0 exp2syn 1.9 "[0.0, 1e+20]" InhToInh.json
211 location=='L2'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='PV1' 0.0048 "['somatic', 'basal', 'apical']" gaussianLL_Laminar 15.0 exp2syn 1.6 "[0.0, 1e+20]" InhToExc.json
212 location=='L2'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='Sst' 0.0048 "['basal', 'apical']" gaussianLL_Laminar 15.0 exp2syn 2.2 "[0.0, 1e+20]" InhToExc.json
213 location=='L2'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='VIP' 9.599999999999999e-05 "['basal', 'apical']" gaussianLL_Laminar 15.0 exp2syn 2.2 "[0.0, 1e+20]" InhToExc.json
214 location=='L5'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='PV1' 0.0024 "['somatic', 'basal', 'apical']" gaussianLL_Laminar 15.0 exp2syn 0.8 "[0.0, 1e+20]" InhToExc.json
215 location=='L5'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='Sst' 0.0024 "['basal', 'apical']" gaussianLL_Laminar 15.0 exp2syn 1.4 "[0.0, 1e+20]" InhToExc.json
216 location=='L5'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='VIP' 4.7999999999999994e-05 "['basal', 'apical']" gaussianLL_Laminar 15.0 exp2syn 1.4 "[0.0, 1e+20]" InhToExc.json
217 location=='L6'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='PV1' 0.0024 "['somatic', 'basal', 'apical']" gaussianLL_Laminar 15.0 exp2syn 1.2 "[0.0, 1e+20]" InhToExc.json
218 location=='L6'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='Sst' 0.0024 "['basal', 'apical']" gaussianLL_Laminar 15.0 exp2syn 1.8 "[0.0, 1e+20]" InhToExc.json
219 location=='L6'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='VIP' 4.7999999999999994e-05 "['basal', 'apical']" gaussianLL_Laminar 15.0 exp2syn 1.8 "[0.0, 1e+20]" InhToExc.json
220 location=='L2'&ei=='2e1' location=='L5'&ei=='2e1' 0.00035 "['basal', 'apical']" gaussianLL_Laminar 5.0 exp2syn 3.0 "[0.0, 1e+20]" ExcToExc.json
