edge_type_id target_query source_query weight_sigma syn_weight target_sections dynamics_params distance_range model_template delay weight_function
186 location=='L6'&ei=='2e1' location=='L4'&ei=='2e1' 5.0 0.00175 "['basal', 'apical']" ExcToExc.json "[0.0, 1e+20]" exp2syn 1.9 gaussianLL_Laminar
187 location=='L2'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2e1' 15.0 0.003 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 1.9 gaussianLL_Laminar
188 location=='L2'&ei=='2i1'&pop_name=='Sst' location=='L4'&ei=='2e1' 10.0 0.001875 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 2.2 gaussianLL_Laminar
189 location=='L2'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2e1' 5.0 0.0015 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 2.2 gaussianLL_Laminar
190 location=='L5'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2e1' 15.0 0.003 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 1.1 gaussianLL_Laminar
191 location=='L5'&ei=='2i1'&pop_name=='Sst' location=='L4'&ei=='2e1' 10.0 0.001875 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 1.4 gaussianLL_Laminar
192 location=='L5'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2e1' 5.0 0.0015 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 1.4 gaussianLL_Laminar
193 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2e1' 15.0 0.003 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 1.5 NULL
194 location=='L6'&ei=='2i1'&pop_name=='Sst' location=='L4'&ei=='2e1' 10.0 0.001875 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 1.8 NULL
195 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2e1' 5.0 0.0015 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 1.8 NULL
196 location=='L2'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2i1'&pop_name=='Sst' 15.0 0.0018479999999999998 ['basal'] InhToInh.json "[0.0, 1e+20]" exp2syn 2.2 gaussianLL_Laminar
197 location=='L5'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2i1'&pop_name=='Sst' 15.0 0.0018479999999999998 ['basal'] InhToInh.json "[0.0, 1e+20]" exp2syn 1.4 gaussianLL_Laminar
198 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2i1'&pop_name=='Sst' 15.0 0.0018479999999999998 ['basal'] InhToInh.json "[0.0, 1e+20]" exp2syn 1.8 gaussianLL_Laminar
199 location=='L2'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2i1'&pop_name=='Sst' 15.0 0.000792 ['basal'] InhToInh.json "[0.0, 1e+20]" exp2syn 2.2 gaussianLL_Laminar
200 location=='L5'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2i1'&pop_name=='Sst' 15.0 0.000792 ['basal'] InhToInh.json "[0.0, 1e+20]" exp2syn 1.4 gaussianLL_Laminar
201 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2i1'&pop_name=='Sst' 15.0 0.000792 ['basal'] InhToInh.json "[0.0, 1e+20]" exp2syn 1.8 gaussianLL_Laminar
202 location=='L2'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2i1'&pop_name=='PV1' 15.0 0.0005279999999999999 "['somatic', 'basal']" InhToInh.json "[0.0, 1e+20]" exp2syn 2.6 gaussianLL_Laminar
203 location=='L5'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2i1'&pop_name=='PV1' 15.0 0.0005279999999999999 "['somatic', 'basal']" InhToInh.json "[0.0, 1e+20]" exp2syn 1.1 gaussianLL_Laminar
204 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2i1'&pop_name=='PV1' 15.0 0.0005279999999999999 "['somatic', 'basal']" InhToInh.json "[0.0, 1e+20]" exp2syn 1.5 gaussianLL_Laminar
205 location=='L2'&ei=='2i1'&pop_name=='Sst' location=='L4'&ei=='2i1'&pop_name=='VIP' 15.0 0.047999999999999994 ['basal'] InhToInh.json "[0.0, 1e+20]" exp2syn 2.2 gaussianLL_Laminar
206 location=='L5'&ei=='2i1'&pop_name=='Sst' location=='L4'&ei=='2i1'&pop_name=='VIP' 15.0 0.047999999999999994 ['basal'] InhToInh.json "[0.0, 1e+20]" exp2syn 1.4 gaussianLL_Laminar
207 location=='L6'&ei=='2i1'&pop_name=='Sst' location=='L4'&ei=='2i1'&pop_name=='VIP' 15.0 0.047999999999999994 ['basal'] InhToInh.json "[0.0, 1e+20]" exp2syn 1.8 gaussianLL_Laminar
208 location=='L2'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2i1'&pop_name=='PV1' 15.0 0.002424 "['somatic', 'basal']" InhToInh.json "[0.0, 1e+20]" exp2syn 2.3 gaussianLL_Laminar
209 location=='L5'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2i1'&pop_name=='PV1' 15.0 0.002424 "['somatic', 'basal']" InhToInh.json "[0.0, 1e+20]" exp2syn 1.5 gaussianLL_Laminar
210 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2i1'&pop_name=='PV1' 15.0 0.002424 "['somatic', 'basal']" InhToInh.json "[0.0, 1e+20]" exp2syn 1.9 gaussianLL_Laminar
211 location=='L2'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='PV1' 15.0 0.0048 "['somatic', 'basal', 'apical']" InhToExc.json "[0.0, 1e+20]" exp2syn 1.6 gaussianLL_Laminar
212 location=='L2'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='Sst' 15.0 0.0048 "['basal', 'apical']" InhToExc.json "[0.0, 1e+20]" exp2syn 2.2 gaussianLL_Laminar
213 location=='L2'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='VIP' 15.0 9.599999999999999e-05 "['basal', 'apical']" InhToExc.json "[0.0, 1e+20]" exp2syn 2.2 gaussianLL_Laminar
214 location=='L5'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='PV1' 15.0 0.0024 "['somatic', 'basal', 'apical']" InhToExc.json "[0.0, 1e+20]" exp2syn 0.8 gaussianLL_Laminar
215 location=='L5'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='Sst' 15.0 0.0024 "['basal', 'apical']" InhToExc.json "[0.0, 1e+20]" exp2syn 1.4 gaussianLL_Laminar
216 location=='L5'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='VIP' 15.0 4.7999999999999994e-05 "['basal', 'apical']" InhToExc.json "[0.0, 1e+20]" exp2syn 1.4 gaussianLL_Laminar
217 location=='L6'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='PV1' 15.0 0.0024 "['somatic', 'basal', 'apical']" InhToExc.json "[0.0, 1e+20]" exp2syn 1.2 gaussianLL_Laminar
218 location=='L6'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='Sst' 15.0 0.0024 "['basal', 'apical']" InhToExc.json "[0.0, 1e+20]" exp2syn 1.8 gaussianLL_Laminar
219 location=='L6'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='VIP' 15.0 4.7999999999999994e-05 "['basal', 'apical']" InhToExc.json "[0.0, 1e+20]" exp2syn 1.8 gaussianLL_Laminar
220 location=='L2'&ei=='2e1' location=='L5'&ei=='2e1' 5.0 0.00035 "['basal', 'apical']" ExcToExc.json "[0.0, 1e+20]" exp2syn 3.0 gaussianLL_Laminar
221 location=='L4'&ei=='2e1' location=='L5'&ei=='2e1' 5.0 0.00035 "['basal', 'apical']" ExcToExc.json "[0.0, 1e+20]" exp2syn 2.5 gaussianLL_Laminar
