edge_type_id target_query source_query weight_sigma weight_function distance_range delay model_template syn_weight target_sections dynamics_params
186 location=='L6'&ei=='2e1' location=='L4'&ei=='2e1' 5.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.9 exp2syn 0.00175 "['basal', 'apical']" ExcToExc.json
187 location=='L2'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2e1' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.9 exp2syn 0.003 "['somatic', 'basal']" ExcToInh.json
188 location=='L2'&ei=='2i1'&pop_name=='Sst' location=='L4'&ei=='2e1' 10.0 gaussianLL_Laminar "[0.0, 1e+20]" 2.2 exp2syn 0.001875 "['somatic', 'basal']" ExcToInh.json
189 location=='L2'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2e1' 5.0 gaussianLL_Laminar "[0.0, 1e+20]" 2.2 exp2syn 0.0015 "['somatic', 'basal']" ExcToInh.json
190 location=='L5'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2e1' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.1 exp2syn 0.003 "['somatic', 'basal']" ExcToInh.json
191 location=='L5'&ei=='2i1'&pop_name=='Sst' location=='L4'&ei=='2e1' 10.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.4 exp2syn 0.001875 "['somatic', 'basal']" ExcToInh.json
192 location=='L5'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2e1' 5.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.4 exp2syn 0.0015 "['somatic', 'basal']" ExcToInh.json
193 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2e1' 15.0 NULL "[0.0, 1e+20]" 1.5 exp2syn 0.003 "['somatic', 'basal']" ExcToInh.json
194 location=='L6'&ei=='2i1'&pop_name=='Sst' location=='L4'&ei=='2e1' 10.0 NULL "[0.0, 1e+20]" 1.8 exp2syn 0.001875 "['somatic', 'basal']" ExcToInh.json
195 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2e1' 5.0 NULL "[0.0, 1e+20]" 1.8 exp2syn 0.0015 "['somatic', 'basal']" ExcToInh.json
196 location=='L2'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2i1'&pop_name=='Sst' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 2.2 exp2syn 0.0018479999999999998 ['basal'] InhToInh.json
197 location=='L5'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2i1'&pop_name=='Sst' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.4 exp2syn 0.0018479999999999998 ['basal'] InhToInh.json
198 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2i1'&pop_name=='Sst' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.8 exp2syn 0.0018479999999999998 ['basal'] InhToInh.json
199 location=='L2'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2i1'&pop_name=='Sst' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 2.2 exp2syn 0.000792 ['basal'] InhToInh.json
200 location=='L5'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2i1'&pop_name=='Sst' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.4 exp2syn 0.000792 ['basal'] InhToInh.json
201 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2i1'&pop_name=='Sst' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.8 exp2syn 0.000792 ['basal'] InhToInh.json
202 location=='L2'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2i1'&pop_name=='PV1' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 2.6 exp2syn 0.0005279999999999999 "['somatic', 'basal']" InhToInh.json
203 location=='L5'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2i1'&pop_name=='PV1' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.1 exp2syn 0.0005279999999999999 "['somatic', 'basal']" InhToInh.json
204 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L4'&ei=='2i1'&pop_name=='PV1' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.5 exp2syn 0.0005279999999999999 "['somatic', 'basal']" InhToInh.json
205 location=='L2'&ei=='2i1'&pop_name=='Sst' location=='L4'&ei=='2i1'&pop_name=='VIP' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 2.2 exp2syn 0.047999999999999994 ['basal'] InhToInh.json
206 location=='L5'&ei=='2i1'&pop_name=='Sst' location=='L4'&ei=='2i1'&pop_name=='VIP' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.4 exp2syn 0.047999999999999994 ['basal'] InhToInh.json
207 location=='L6'&ei=='2i1'&pop_name=='Sst' location=='L4'&ei=='2i1'&pop_name=='VIP' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.8 exp2syn 0.047999999999999994 ['basal'] InhToInh.json
208 location=='L2'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2i1'&pop_name=='PV1' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 2.3 exp2syn 0.002424 "['somatic', 'basal']" InhToInh.json
209 location=='L5'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2i1'&pop_name=='PV1' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.5 exp2syn 0.002424 "['somatic', 'basal']" InhToInh.json
210 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L4'&ei=='2i1'&pop_name=='PV1' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.9 exp2syn 0.002424 "['somatic', 'basal']" InhToInh.json
211 location=='L2'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='PV1' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.6 exp2syn 0.0048 "['somatic', 'basal', 'apical']" InhToExc.json
212 location=='L2'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='Sst' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 2.2 exp2syn 0.0048 "['basal', 'apical']" InhToExc.json
213 location=='L2'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='VIP' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 2.2 exp2syn 9.599999999999999e-05 "['basal', 'apical']" InhToExc.json
214 location=='L5'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='PV1' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 0.8 exp2syn 0.0024 "['somatic', 'basal', 'apical']" InhToExc.json
215 location=='L5'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='Sst' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.4 exp2syn 0.0024 "['basal', 'apical']" InhToExc.json
216 location=='L5'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='VIP' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.4 exp2syn 4.7999999999999994e-05 "['basal', 'apical']" InhToExc.json
217 location=='L6'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='PV1' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.2 exp2syn 0.0024 "['somatic', 'basal', 'apical']" InhToExc.json
218 location=='L6'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='Sst' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.8 exp2syn 0.0024 "['basal', 'apical']" InhToExc.json
219 location=='L6'&ei=='2e1' location=='L4'&ei=='2i1'&pop_name=='VIP' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.8 exp2syn 4.7999999999999994e-05 "['basal', 'apical']" InhToExc.json
220 location=='L2'&ei=='2e1' location=='L5'&ei=='2e1' 5.0 gaussianLL_Laminar "[0.0, 1e+20]" 3.0 exp2syn 0.00035 "['basal', 'apical']" ExcToExc.json
